,Unnamed: 0,msno,song_id,source_system_tab,source_screen_name,source_type,target,name,isrc,city,bd,gender,registered_via,registration_init_time,expiration_date
248,248,/Cn9pTzeQ7x1/Igy4gOS66nW2473FQJR/6nGAdeu3WQ=,G21dv1ZiXpa7iO6UrKktIgqRdrvx7nLjRbRHGmtzGvQ=,my library,Local playlist more,local-playlist,1,Thinking Out Loud,GBAHS1400099,13,30,female,9,20110814,20171005
249,249,30mzMBkLfBFFn+U0VpWu8nyo76SIiz2AZZgoYWpIjXU=,b7yydI1iGdF/kFybrbVHHDXeI/9stzEWK1i77MLj4rU=,my library,Local playlist more,local-playlist,1,Me Too,USSM11601177,4,31,female,9,20080105,20170922
250,250,/Cn9pTzeQ7x1/Igy4gOS66nW2473FQJR/6nGAdeu3WQ=,6rITBGIcruG65K47UMenb2NT7jlomk7MPPKLKv8VdGc=,my library,Local playlist more,local-playlist,1,預感,,13,30,female,9,20110814,20171005
251,251,/rOCIqfil6QakFsOkPh+G1g3g2VVzdUh9C5sODyv0Fo=,DnC275Ws/5+s60hml3UEv1PXzy7pXVUVKw1Wuvt2OrE=,my library,Local playlist more,local-playlist,0,GENIE,JPPO01095630,13,28,male,3,20140606,20170907
252,252,GNLmyQKbRgheohNbGT5DpPVg6fAVwiO6WPigR+dlIyY=,tuGi+hazI5xZ7gQVdHvFzYpETXiwwX56pe99vLQba28=,my library,Local playlist more,local-playlist,1,時之歌,JPQ700600233,22,0,,4,20160408,20170820
253,253,/rOCIqfil6QakFsOkPh+G1g3g2VVzdUh9C5sODyv0Fo=,FARI5u04iO/LBB71OXHBDPgi9wo41wU3+0wbPClbS0E=,my library,Local playlist more,local-playlist,1,Golden Sky,QMG551450344,13,28,male,3,20140606,20170907
254,254,/rOCIqfil6QakFsOkPh+G1g3g2VVzdUh9C5sODyv0Fo=,wBTWuHbjdjxnG1lQcbqnK4FddV24rUhuyrYLd9c/hmk=,my library,Local playlist more,local-playlist,1,小幸運 (A little happiness),TWD951562101,13,28,male,3,20140606,20170907
255,255,GNLmyQKbRgheohNbGT5DpPVg6fAVwiO6WPigR+dlIyY=,UsSSXKCwqKPBCSdqCGKlf5SDZ1G7eOrWx7nLbmJuTpI=,my library,Local playlist more,local-playlist,1,瑟魯之歌,JPQ700600232,22,0,,4,20160408,20170820
256,256,/rOCIqfil6QakFsOkPh+G1g3g2VVzdUh9C5sODyv0Fo=,FOgcs6jEMvhPkHzO2oiY7lp5IAdQMKCi5S/pahnrB+c=,my library,Local playlist more,local-playlist,0,BAD GIRL,JPPO01137987,13,28,male,3,20140606,20170907
257,257,GNLmyQKbRgheohNbGT5DpPVg6fAVwiO6WPigR+dlIyY=,lPvlfq3QvA2N/qAp9rsMhWpgRnK2VIynAcESgCMH6H0=,my library,Local playlist more,local-playlist,1,風的通道,JPQ700600241,22,0,,4,20160408,20170820
258,258,ib5oZIKb0X16rGwGkVvX6LGEcZ9xIZ/dkedHZHeBwz0=,rwn4vuaBYGXrcj+ivp7R7LyW2TDUAp0jSRvrYH25V7g=,my library,Local playlist more,local-library,1,我的淚 (There are Tears),TWA211656001,5,23,female,9,20120531,20170719
259,259,ib5oZIKb0X16rGwGkVvX6LGEcZ9xIZ/dkedHZHeBwz0=,T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,my library,Local playlist more,local-library,1,告白氣球,TWK971601308,5,23,female,9,20120531,20170719
260,260,i7N2QtNrlMbyDVHDjwr5iwDCXSATQcaKBpucScnY0x0=,VkDBgh89umc9m6uAEfD6LXngetyGhln4vh/ArCGO0nY=,my library,Local playlist more,local-library,1,如果我們不曾相遇 (What If We Had Never Met),TWK231680820,1,0,,4,20161128,20170929
261,261,i7N2QtNrlMbyDVHDjwr5iwDCXSATQcaKBpucScnY0x0=,43Qm2YzsP99P5wm37B1JIhezUcQ/1CDjYlQx6rBbz2U=,my library,Local playlist more,local-library,1,後來的我們 (Here| After| Us),TWK231610206,1,0,,4,20161128,20170929
262,262,NxObdMwkWPWkMwB38jQn/xsPFMG2IQ/GX6+OaFlFkiQ=,q438zIOMC7re7W4WwNxCY08Dnwwxx4tpXHUbadbHo+4=,my library,Local playlist more,local-library,1,胡思亂想,TWA459755503,5,36,male,9,20110226,20170926
263,263,NxObdMwkWPWkMwB38jQn/xsPFMG2IQ/GX6+OaFlFkiQ=,OhNgd6cdvs3e1eXbfCF5+9K3bUkuklhI6ZRnqf/tqjo=,my library,Local playlist more,local-library,1,身邊,TWA459960206,5,36,male,9,20110226,20170926
264,264,7gSTc/ukogoLKPtnBJDDOAWa+Y1WQJDNIfcUfg8ynoI=,w4Zku7HxtkAKl/BB8H81ZfWOXwnnmVbZBvFZeRPuRUU=,my library,Local playlist more,local-library,1,Blood Sweat & Tears,KRA381601892,13,24,female,9,20150109,20180128
265,265,NxObdMwkWPWkMwB38jQn/xsPFMG2IQ/GX6+OaFlFkiQ=,fDBtAj8rHHCQGeSsDEeT0WA3gSp6p7g3z71981gFuQA=,my library,Local playlist more,local-library,1,我難過,TWA770200039,5,36,male,9,20110226,20170926
266,266,7gSTc/ukogoLKPtnBJDDOAWa+Y1WQJDNIfcUfg8ynoI=,cPVPaKk/Qy2j1LQ6sEP3JUWBjey7FgHRkkjX8cr+xjw=,my library,Local playlist more,local-library,1,Blow Your Mind (Mwah),GBAHT1600302,13,24,female,9,20150109,20180128
267,267,NxObdMwkWPWkMwB38jQn/xsPFMG2IQ/GX6+OaFlFkiQ=,DJNJXNxzFSqDrp5zbMu6hblMpTE/SLKVRy3H1Moda4U=,my library,Local playlist more,local-library,1,是你變了嗎,TWA459755501,5,36,male,9,20110226,20170926
268,268,7gSTc/ukogoLKPtnBJDDOAWa+Y1WQJDNIfcUfg8ynoI=,s4F3bA45kbeOv2piYvEIiBsQqhLrEW4BIQPI+P38is4=,my library,Local playlist more,local-library,1,HandClap,USAT21600408,13,24,female,9,20150109,20180128
269,269,4H6YvwwaZTqp0K52ildhnudkRNux2G4CZSrIADbtW9k=,I1tqmFQRttTkQ8dQc3e3H3E6TXi/cjNjew2WHp5LptQ=,search,Search,song,1,짧은치마,TWA531401159,1,0,,7,20140216,20170916
270,270,zkx4wHRFZjeFuTgkglS1hSx8O6gPCwaoWppiimL2dHQ=,7H2Pz6ag57Mp8tJ6pkWPKZshVBRIAKRYeujYoezYa68=,my library,Local playlist more,local-library,1,半醉人生,TWE531620607,5,39,female,9,20111118,20170911
271,271,zkx4wHRFZjeFuTgkglS1hSx8O6gPCwaoWppiimL2dHQ=,IF+hcR4z9qyFPehx7iReyr4vHGThZrHgMlkK2ea7Fak=,my library,Local playlist more,local-library,1,夢中情緣,TWK811607003,5,39,female,9,20111118,20170911
272,272,zkx4wHRFZjeFuTgkglS1hSx8O6gPCwaoWppiimL2dHQ=,bmchKK/UdPV2Ef+B86SuZCmKpWCoY5VhIsawUo5qbf0=,my library,Local playlist more,local-library,1,袂凍將妳留,TWK811607004,5,39,female,9,20111118,20170911
273,273,zkx4wHRFZjeFuTgkglS1hSx8O6gPCwaoWppiimL2dHQ=,yciKx3VagNk6RuCqe0KbTbwl+cWXKVYWAeI8UFe9Dfw=,my library,Local playlist more,local-library,1,末班車,TWA531156609,5,39,female,9,20111118,20170911
274,274,DieOcrdVf9woWWzb1CfIHkT/OdviM2SaHnv/NgidWSc=,XgqOptE55Y02UpIoPsw0LgobCkrZsrETmxaMUlzAxtM=,my library,Local playlist more,local-library,1,Can't Help Falling in Love,US4EB0401204,1,0,,7,20100920,20170924
275,275,WqrJidyNSkS0WdzilEbfvU2zfEHS1M+a8lGri+Q46Dw=,02gZ0fxCTb73+laNQIEtc9DZN29efUTQ5ppDQkxZ3c4=,my library,Local playlist more,local-playlist,1,好喜歡你,TWUM71600015,1,0,,7,20160220,20170911
276,276,WqrJidyNSkS0WdzilEbfvU2zfEHS1M+a8lGri+Q46Dw=,cR+VrCdZkNm/QM0WjQQip9AnOrT/auRDZboM1KpevS4=,my library,Local playlist more,local-playlist,1,爸爸媽媽 (Mama & Papa),TWA531651904,1,0,,7,20160220,20170911
277,277,DieOcrdVf9woWWzb1CfIHkT/OdviM2SaHnv/NgidWSc=,7VUmIK+w5NY8+kK1HfNhB1ax626boCS7qbUzJqREkt0=,my library,Local playlist more,local-library,1,Unchained Melody,US4EB0937608,1,0,,7,20100920,20170924
278,278,DieOcrdVf9woWWzb1CfIHkT/OdviM2SaHnv/NgidWSc=,+iLnZ8RatKo7sP1nmukx7MaJtK+y+77F/Q/6BoVT5vU=,my library,Local playlist more,local-library,1,Rock-a-Bye Baby,TCABM1333385,1,0,,7,20100920,20170924
279,279,F6PZs1Qv0d9ubUQSLscpxRHp3RVctLJ1hMQrv8QJz5s=,HU8m3Eh0AbBzs7mvRcELjKIRu0a889Rag+SjFUHxx5Y=,my library,Local playlist more,local-library,1,般若波羅蜜多心經,TW1910319003,1,0,,7,20151010,20170909
280,280,F6PZs1Qv0d9ubUQSLscpxRHp3RVctLJ1hMQrv8QJz5s=,BJWGjituxwP9i+MbjQs9EP3k1aaRipOBxCVyrl4czzo=,my library,Local playlist more,local-library,1,美麗的聖誕樹,TWC019603410,1,0,,7,20151010,20170909
281,281,WqrJidyNSkS0WdzilEbfvU2zfEHS1M+a8lGri+Q46Dw=,k4GxTaY1UF8dTsAvDFCjQJZlqnVEsH4OZsGUT0oZjAw=,my library,Local playlist more,local-playlist,1,野生動物 (Wild Animals),TWA531651912,1,0,,7,20160220,20170911
282,282,dLFvzIVbfES/pWPNYW4RP/NdP01kI3FGv/G2kpbO2sg=,tuGi+hazI5xZ7gQVdHvFzYpETXiwwX56pe99vLQba28=,my library,Local playlist more,local-playlist,1,時之歌,JPQ700600233,1,0,,7,20131226,20170921
283,283,NGBFuLGTCYZyIikX2bKpI2Z+zO7ILujTyuF5YUOqFzQ=,CXdtx7/QxePhjYwYFcXVv+lXjCDEGRJ9r/OC7IQXthw=,discover,Discover Chart,online-playlist,1,浪費,TWD951234104,1,0,,7,20160401,20170930
284,284,NGBFuLGTCYZyIikX2bKpI2Z+zO7ILujTyuF5YUOqFzQ=,TbrfWJpl81E4alsi2+b84oeUu+b5S/8n9yFlZDriNYs=,discover,Discover Chart,online-playlist,1,觀眾,TWUM71600048,1,0,,7,20160401,20170930
285,285,NGBFuLGTCYZyIikX2bKpI2Z+zO7ILujTyuF5YUOqFzQ=,+bXHmkz7OOdkDZOl68QIZA2Xg98fD6bwS6vA+8Mk7oQ=,discover,Discover Chart,online-playlist,1,左耳 (Left Ear),TWBW51600301,1,0,,7,20160401,20170930
286,286,dLFvzIVbfES/pWPNYW4RP/NdP01kI3FGv/G2kpbO2sg=,53TLcbJMoL3Vk9pTotc7FR2Ud9iXHg7VRqdigKdqDlw=,my library,Local playlist more,local-playlist,1,世界的約束,JPQ700600234,1,0,,7,20131226,20170921
287,287,NGBFuLGTCYZyIikX2bKpI2Z+zO7ILujTyuF5YUOqFzQ=,IiO/4aXuzEtXpyd1A7LV2TlAdIS5Rzl3hwdtbKuNBQ4=,discover,Discover Chart,online-playlist,1,Just Believe,TWA451407917,1,0,,7,20160401,20170930
288,288,dLFvzIVbfES/pWPNYW4RP/NdP01kI3FGv/G2kpbO2sg=,u0bSyq3UBoLQ7TB2AFSvLC4ya39s8EDHwH6W+fNucMI=,my library,Local playlist more,local-playlist,1,魔法公主,JPQ700600237,1,0,,7,20131226,20170921
289,289,W5/Zf2XBU+3wkx81edpZMHev/NNgy6JujZ3nR/A+euo=,7Xxzo9Z584Z1AhkaLLWEcpzcEuxcquGE52Ztc4879YI=,radio,Radio,radio,0,寂寞寂寞就好,TWD951043107,4,30,male,9,20120706,20171006
290,290,W5/Zf2XBU+3wkx81edpZMHev/NNgy6JujZ3nR/A+euo=,7A/tAWUb6Y2Rt1pYDjLqy47YL5QB1xrAK0EXhpcv+O8=,radio,Radio,radio,0,傻孩子,,4,30,male,9,20120706,20171006
291,291,W5/Zf2XBU+3wkx81edpZMHev/NNgy6JujZ3nR/A+euo=,t3XmwwCrMezC2NYlDbIFcVOytrHT5kwgXo4/de1wVro=,radio,Radio,radio,0,該忘了 (Forget Me Not),TWA531261804,4,30,male,9,20120706,20171006
292,292,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,Q+minHX51E+PXPs1VxkIlW+XhmV9ANm2rchEcZ8Wt9k=,my library,Local playlist more,local-library,1,分手後不要做朋友,TWUM71300116,15,35,female,3,20141010,20180204
293,293,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,UtDocAR5A4LBezZCj7amcjNq1isSp+NUioxQMBH2MQI=,my library,Local playlist more,local-library,1,Bring Out The Bottles,USUM71215985,15,35,female,3,20141010,20180204
294,294,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,Ju76tl7sst2EnhNgDV5Dv+Dfx4GdABb+WePRuezjpS8=,my library,Local playlist more,local-library,0,眼底星空,TWF750688201,15,35,female,3,20141010,20180204
295,295,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,Rd0ryyxvXtl97Hz89rbSznFLRsgDiftcMkSm+XNetTo=,my library,Local playlist more,local-library,1,因為愛,TWA211024704,15,35,female,3,20141010,20180204
296,296,JCD4U8rE4W7KNsonRdXyhv9B7E/iOT/Xyv/9BMcITIo=,zEoJt1z9cheRAXxq07RyvfSIKePC78BJbgs1UVDmJNw=,my library,Local playlist more,local-library,1,愛的許願瓶,,1,23,female,3,20151003,20170911
297,297,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,KRmR66oedDzaQqRVnBFWvllHXAk2KBV2jUKK4U6V3AQ=,my library,Local playlist more,local-library,1,有愛到就好,TWEM31216004,15,35,female,3,20141010,20180204
298,298,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,pfmY16EfQekUrFsCQKS0ptDcOoGpRcNKNy0aZwHLuks=,my library,Local playlist more,local-library,1,Theme From Dying Young,USAR19700069,15,35,female,3,20141010,20180204
299,299,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,FpPpQz9dOL5NXr21CsTjRS/ItkyL4YxC8zoItHzjM7s=,my library,Local playlist more,local-library,1,洋蔥,TWK231003205,15,35,female,3,20141010,20180204
300,300,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,yNZesQPg9n4FuV8hvyXznss+/lAavj59F/IivD4/Oe4=,my library,Local playlist more,local-library,1,兩個人 (2 People),TWA451599505,15,35,female,3,20141010,20180204
301,301,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,vt7nX0TiJiZwN4fUYJMPkWuGZBkI4bheTzU6aBDTMr0=,my library,Local playlist more,local-library,1,你是我心中一句驚嘆,SEADD0004918,15,35,female,3,20141010,20180204
302,302,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,QXIDT7koRLi/jl79uu9AYRERZ+PWyTuyv+8hF4/r2Pw=,my library,Local playlist more,local-library,1,好好先生,TWA531320802,15,35,female,3,20141010,20180204
303,303,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,ZyxTbIQ+1GJF6iX3SOZgavNfDIkDjCDLnsc0fhQDgzg=,my library,Local playlist more,local-library,0,搖勒搖勒,TWA451408307,15,35,female,3,20141010,20180204
304,304,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,WznMG5LmzE4k7q1OQLPAV2s96k8ZIrVvG/rihErlYWk=,my library,Local playlist more,local-library,1,安靜 (Quietness),TWD631557601,15,35,female,3,20141010,20180204
305,305,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,gZphe9aRvr0vVO/oEt23amqyDc+YabbIJ9WIzZTVjG0=,my library,Local playlist more,local-library,1,Whistle,USAT21201745,15,35,female,3,20141010,20180204
306,306,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,U8VgelI8G461f4FVJHnavdn4zx7XjmSFcNHZ3Hru3TU=,my library,Local playlist more,local-library,1,我還是愛著你【三立華劇[幸福兌換券]片尾曲】,TWK231407705,15,35,female,3,20141010,20180204
307,307,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,uWfF+7Tl/V+phd01+33EDRjMiRZz4adW0bI/Mh194L8=,my library,Local playlist more,local-library,1,幸福太短 (Fleeting Happiness),TWA471601001,15,35,female,3,20141010,20180204
308,308,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,VFWmrWVR8IbIiP4iwS+RwATCVRqZozRMJ06PqQQeEBI=,my library,Local playlist more,local-library,1,We Found Love,USUM71115507,15,35,female,3,20141010,20180204
309,309,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,i+VG863+oGmMZQ5T1hnd6jr6D7RgRstsePiUoNNpQUw=,my library,Local playlist more,local-library,1,手掌心,TWK231388831,15,35,female,3,20141010,20180204
310,310,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,gSX+QthGgdSEVOcvMxfkKYyP/FBVjvEqyKVXsos5LlA=,my library,Local playlist more,local-library,1,只能想念你,TWA531176504,15,35,female,3,20141010,20180204
311,311,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,SLks4zF/XqBK2h/oa7osW0TqNmSMF3MkAzO2Ulkfqgw=,my library,Local playlist more,local-library,1,The Moment,USAR19700061,15,35,female,3,20141010,20180204
312,312,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,IEBOvGhtj0uhqcdmH41YJVUlTMyRNDpZ/jTaFR0NkWE=,my library,Local playlist more,local-library,1,太極拳Cypher (Tai Chi Fist Cypher),TWP011620421,15,35,female,3,20141010,20180204
313,313,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,eq2bsIADV2vT3O1Q9XRd1mmI84wG5I/FLXvbk7korXg=,my library,Local playlist more,local-library,1,Dope,KRA381210557,15,35,female,3,20141010,20180204
314,314,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,PgRtmmESVNtWjoZHO5a1r21vIz9sVZmcJJpFCbRa1LI=,my library,Local playlist more,local-library,1,謝謝妳愛我 (Thanks For Your Love),TWA531657203,15,35,female,3,20141010,20180204
315,315,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,iQ4cX4/a1zDyRhISiCjYMxSCimCSkshoJkPW/9P7w8Y=,my library,Local playlist more,local-library,1,愛太痛,TWF710800044,15,35,female,3,20141010,20180204
316,316,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,D9rjQY1UxHEVmOrYs+3tkB6530oEEp8/fypbfPf8bzw=,my library,Local playlist more,local-library,1,無條件為你,TWA450171201,15,35,female,3,20141010,20180204
317,317,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,g2TxUJZJZW/LNaryWMEKnwjcQL9o7lTW5pMdjmjLynE=,my library,Local playlist more,local-library,1,寂寞不痛,TWA771000966,15,35,female,3,20141010,20180204
318,318,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,Tbhgwv7C4b2auMlGaFiO6nEvSFO23tB2O9DAyoS0B7I=,my library,Local playlist more,local-library,1,Sailing (0805),KRA301600267,15,35,female,3,20141010,20180204
319,319,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,e14xz2xrcxBCRUy07nLE98GAqgSWngMq3cmldoqZCuc=,my library,Local playlist more,local-library,1,Just Lose It,USIR10400682,15,35,female,3,20141010,20180204
320,320,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,NO3PiEzofJglKjD8+biTGWkEVRDfE799y8c9wQS1XWo=,my library,Local playlist more,local-library,1,I Really Like You,USUM71501431,15,35,female,3,20141010,20180204
321,321,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,EAATsliWBpgxGx8qR9izI9YBJErUPwyQ5DIp2J66MjI=,my library,Local playlist more,local-library,1,求婚進行曲,TWD971500031,15,35,female,3,20141010,20180204
322,322,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,d9Flpsyq/y8CR3F213pnXUkrfK1fMClvhYH37pFSc7s=,my library,Local playlist more,local-library,1,Hello,GBBKS1500214,15,35,female,3,20141010,20180204
323,323,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,X96NEF2NcG6gyKVF0+U3H98CgAlgecjthmaqQe0nLPE=,my library,Local playlist more,local-library,1,晴天,TWK970300503,15,35,female,3,20141010,20180204
324,324,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,QQ4hCs7U7EVSlrZBjXRrpkXQ+m6phu94uQ7+g2QtsXo=,my library,Local playlist more,local-library,1,Funky那個女孩,TWUM71500033,15,35,female,3,20141010,20180204
325,325,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,B4zTMZ/an9RmxBJHxlP07ByYW45ycQGtqu6G89GNFM0=,my library,Local playlist more,local-library,0,星晴,TWK970000103,15,35,female,3,20141010,20180204
326,326,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,DfUsFNTXUTbVKCPHvGg7SAOdMmlULE23hcqZSke6IAg=,my library,Local playlist more,local-library,1,相思無用,TWA119612070,15,35,female,3,20141010,20180204
327,327,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,d5ayexvXscdzmuGxENyY8Uwb4AQaxt0dEcnkAgES7xw=,my library,Local playlist more,local-library,1,明天再擱來,TWA451500409,15,35,female,3,20141010,20180204
328,328,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,7Xxzo9Z584Z1AhkaLLWEcpzcEuxcquGE52Ztc4879YI=,my library,Local playlist more,local-library,0,寂寞寂寞就好,TWD951043107,15,35,female,3,20141010,20180204
329,329,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,h7O1gouOltocwSPgiW6eEJlzMYr1dTY+B5C/P6oYBFg=,my library,Local playlist more,local-library,1,青春修煉手冊,,15,35,female,3,20141010,20180204
330,330,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,PudPR2MUQJp7HokSfvuJ1jQNakvah0OgDA5xkILxfSE=,my library,Local playlist more,local-library,1,疼愛,TWA530887305,15,35,female,3,20141010,20180204
331,331,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,NAFUMoVn+KTJxhV52gzBUJEVTytwhwbt7kVG6dqxxGA=,my library,Local playlist more,local-playlist,1,公公偏頭痛,TWK971201103,15,35,female,3,20141010,20180204
332,332,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,/yLK2p2ka4BYpIabe/OQmRkSFGhAvswEcAQz2fJ3FUg=,my library,Local playlist more,local-library,1,怎麼說我不愛你,TWA531176506,15,35,female,3,20141010,20180204
333,333,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,RxCEvZAXgnh1ZDlQBuVb/J9xpnopFSJBaBxLqGZIXSs=,my library,Local playlist more,local-library,1,手寫的從前,TWK971401108,15,35,female,3,20141010,20180204
334,334,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,q+OxyXbHNfXmHsYjv6ORLDRAAfEDM6yF+NxURX2cSRM=,my library,Local playlist more,local-library,1,棟未條,,15,35,female,3,20141010,20180204
335,335,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,JTMsJNPcL2ambkp1Z/MeBEnFEzZEOKetdLPrJxHf7v8=,my library,Local playlist more,local-library,1,BANG BANG BANG,KRA401500556,15,35,female,3,20141010,20180204
336,336,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,Q6x3sro/QARSuQ4ktVIXnGYjFYH22iBDYw3FvQc2gfk=,my library,Local playlist more,local-library,1,在你眼裡 (In Your Eyes),TWO471400104,15,35,female,3,20141010,20180204
337,337,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,uPKb+5rSu9MAHVeXv1rAXXFk6CWaC5SB4OIpwqk6BoA=,my library,Local playlist more,local-library,1,美人魚,TWK971401111,15,35,female,3,20141010,20180204
338,338,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,JQbbf31I6j2onsn3JgKpE7drdjq7+Lwj9J1z9vErIV8=,my library,Local playlist more,local-library,1,貧民百萬歌星 (Ghetto Superstar),TWA451294102,15,35,female,3,20141010,20180204
339,339,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,XkvpC4yaPtzNf95XHujV5rFi6T+irQ7jLW/A6sVXjdI=,my library,Local playlist more,local-library,1,愛你沒差,TWK971201107,15,35,female,3,20141010,20180204
340,340,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,zcieWa7/2VeVp0m0fa95RI3i6FIfNTMzVvYXm3X64Y8=,my library,Local playlist more,local-library,1,失憶的金魚,TWUM71400086,15,35,female,3,20141010,20180204
341,341,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,doSc+a6NWyq83MvQRihhH3RIQt617F7d4X9Q34ZapgQ=,my library,Local playlist more,local-library,1,International Love (Featuring Chris Brown),USJAY1100015,15,35,female,3,20141010,20180204
342,342,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,G/4+VCRLpfjQJ4SAwMDcf+W8PTw0eOBRgFvg4fHUOO8=,my library,Local playlist more,local-library,1,道聽塗說 (Remembering you),TWX351600001,15,35,female,3,20141010,20180204
343,343,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,0vHg1i5m+5MD19Cp5BK8Ox5slqW4rVSdBqifyC37pyA=,my library,Local playlist more,local-library,1,你好可愛 (You Are So Cute),TWA531583710,15,35,female,3,20141010,20180204
344,344,rr4UgAoJj0ry3aAo7SJy6RZy8psI9aPwgIQiA1cu39Q=,XUz4Z4wPPChz+OIwkwj7HJ8teIjW3rEMdEATM80rDxM=,my library,Local playlist more,local-library,1,Sorry,USUM71516760,15,35,female,3,20141010,20180204
345,345,mWeiJ5V5cn+BQKvjKJHIzh4YJpH2gLiK/3ZdakW6x20=,wa6Fa5oHdhUlYV6BTABU+RIkJ3qztKJvuYTaX2HMLzw=,my library,My library,local-playlist,1,花很迷惘,TWA450891602,5,39,female,9,20081223,20171231
346,346,mWeiJ5V5cn+BQKvjKJHIzh4YJpH2gLiK/3ZdakW6x20=,u2dd1AZaC/S7ErUIEl2KnvyUe++CsHMvP31jONsdur4=,my library,My library,local-playlist,1,把你寫進我的情歌裡,TWZ811400005,5,39,female,9,20081223,20171231
347,347,mWeiJ5V5cn+BQKvjKJHIzh4YJpH2gLiK/3ZdakW6x20=,y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,my library,My library,local-playlist,1,她說,TWB671005201,5,39,female,9,20081223,20171231
